Daily Date,Closing Price - VWAP (GH¢),Simple Returns
24/10/2023,1.38,0.0
23/10/2023,1.38,0.0
20/10/2023,1.38,0.0
19/10/2023,1.38,0.0
18/10/2023,1.38,0.0
17/10/2023,1.4,0.01449275362318847
16/10/2023,1.4,0.0
13/10/2023,1.4,0.0
12/10/2023,1.4,0.0
11/10/2023,1.4,0.0
10/10/2023,1.4,0.0
09/10/2023,1.4,0.0
06/10/2023,1.4,0.0
05/10/2023,1.4,0.0
04/10/2023,1.4,0.0
03/10/2023,1.44,0.028571428571428692
02/10/2023,1.44,0.0
29/09/2023,1.45,0.00694444444444442
28/09/2023,1.45,0.0
27/09/2023,1.45,0.0
26/09/2023,1.45,0.0
25/09/2023,1.45,0.0
22/09/2023,1.45,0.0
20/09/2023,1.45,0.0
19/09/2023,1.45,0.0
18/09/2023,1.45,0.0
15/09/2023,1.45,0.0
14/09/2023,1.45,0.0
13/09/2023,1.45,0.0
12/09/2023,1.45,0.0
11/09/2023,1.45,0.0
08/09/2023,1.45,0.0
07/09/2023,1.45,0.0
06/09/2023,1.45,0.0
05/09/2023,1.45,0.0
04/09/2023,1.45,0.0
01/09/2023,1.45,0.0
30/08/2023,1.5,0.034482758620689724
29/08/2023,1.5,0.0
28/08/2023,1.5,0.0
25/08/2023,1.5,0.0
24/08/2023,1.5,0.0
23/08/2023,1.5,0.0
22/08/2023,1.5,0.0
21/08/2023,1.5,0.0
18/08/2023,1.5,0.0
16/08/2023,1.5,0.0
15/08/2023,1.5,0.0
11/08/2023,1.5,0.0
10/08/2023,1.53,0.020000000000000018
09/08/2023,1.53,0.0
08/08/2023,1.53,0.0
07/08/2023,1.54,0.006535947712418277
02/08/2023,1.55,0.006493506493506551
01/08/2023,1.55,0.0
31/07/2023,1.43,-0.07741935483870976
28/07/2023,1.43,0.0
27/07/2023,1.4,-0.020979020979021046
26/07/2023,1.4,0.0
25/07/2023,1.4,0.0
24/07/2023,1.36,-0.02857142857142847
21/07/2023,1.36,0.0
20/07/2023,1.36,0.0
19/07/2023,1.36,0.0
18/07/2023,1.36,0.0
17/07/2023,1.36,0.0
14/07/2023,1.36,0.0
13/07/2023,1.36,0.0
12/07/2023,1.36,0.0
11/07/2023,1.45,0.06617647058823528
10/07/2023,1.45,0.0
07/07/2023,1.45,0.0
06/07/2023,1.33,-0.08275862068965512
05/07/2023,1.33,0.0
04/07/2023,1.32,-0.007518796992481258
03/07/2023,1.32,0.0
30/06/2023,1.32,0.0
29/06/2023,1.32,0.0
27/06/2023,1.32,0.0
26/06/2023,1.3,-0.015151515151515138
23/06/2023,1.26,-0.03076923076923077
22/06/2023,1.24,-0.015873015873015928
21/06/2023,1.23,-0.008064516129032251
20/06/2023,1.24,0.008130081300812941
19/06/2023,1.24,0.0
16/06/2023,1.19,-0.040322580645161366
15/06/2023,1.19,0.0
14/06/2023,1.19,0.0
13/06/2023,1.19,0.0
12/06/2023,1.19,0.0
09/06/2023,1.19,0.0
08/06/2023,1.19,0.0
07/06/2023,1.19,0.0
05/06/2023,1.09,-0.08403361344537807
02/06/2023,1.09,0.0
01/06/2023,1.09,0.0
31/05/2023,1.09,0.0
30/05/2023,1.09,0.0
29/05/2023,1.08,-0.00917431192660556
26/05/2023,1.1,0.0185185185185186
25/05/2023,1.1,0.0
24/05/2023,1.1,0.0
23/05/2023,1.11,0.009090909090909038
22/05/2023,1.13,0.018018018018017834
19/05/2023,1.14,0.008849557522123908
18/05/2023,1.14,0.0
17/05/2023,1.14,0.0
16/05/2023,1.26,0.10526315789473695
15/05/2023,1.26,0.0
12/05/2023,1.26,0.0
11/05/2023,1.25,-0.007936507936507908
10/05/2023,1.25,0.0
09/05/2023,1.25,0.0
08/05/2023,1.25,0.0
05/05/2023,1.2,-0.040000000000000036
04/05/2023,1.25,0.04166666666666674
03/05/2023,1.25,0.0
02/05/2023,1.25,0.0
28/04/2023,1.26,0.008000000000000007
27/04/2023,1.26,0.0
26/04/2023,1.26,0.0
25/04/2023,1.26,0.0
21/04/2023,1.26,0.0
20/04/2023,1.2,-0.04761904761904767
19/04/2023,1.2,0.0
18/04/2023,1.2,0.0
17/04/2023,1.2,0.0
14/04/2023,1.2,0.0
13/04/2023,1.2,0.0
12/04/2023,1.2,0.0
11/04/2023,1.26,0.050000000000000044
06/04/2023,1.26,0.0
05/04/2023,1.26,0.0
05/04/2023,1.26,0.0
04/04/2023,1.26,0.0
03/04/2023,1.26,0.0
31/03/2023,1.25,-0.007936507936507908
30/03/2023,1.22,-0.02400000000000002
29/03/2023,1.3,0.06557377049180335
28/03/2023,1.3,0.0
27/03/2023,1.3,0.0
24/03/2023,1.3,0.0
23/03/2023,1.3,0.0
22/03/2023,1.2,-0.07692307692307698
21/03/2023,1.2,0.0
20/03/2023,1.2,0.0
17/03/2023,1.2,0.0
16/03/2023,1.2,0.0
15/03/2023,1.16,-0.033333333333333326
14/03/2023,1.1,-0.051724137931034364
13/03/2023,1.03,-0.06363636363636371
10/03/2023,1.0,-0.029126213592232997
09/03/2023,0.95,-0.050000000000000044
08/03/2023,0.93,-0.021052631578947323
07/03/2023,0.93,0.0
03/03/2023,0.93,0.0
02/03/2023,0.93,0.0
01/03/2023,0.92,-0.010752688172043001
28/02/2023,0.92,0.0
27/02/2023,0.92,0.0
24/02/2023,0.92,0.0
23/02/2023,0.92,0.0
22/02/2023,0.9,-0.021739130434782594
21/02/2023,0.9,0.0
20/02/2023,0.9,0.0
17/02/2023,0.9,0.0
16/02/2023,0.9,0.0
15/02/2023,0.9,0.0
14/02/2023,0.9,0.0
13/02/2023,0.9,0.0
10/02/2023,0.88,-0.022222222222222254
09/02/2023,0.88,0.0
08/02/2023,0.88,0.0
07/02/2023,0.88,0.0
06/02/2023,0.88,0.0
03/02/2023,0.82,-0.06818181818181823
01/02/2023,0.87,0.060975609756097615
31/01/2023,0.82,-0.05747126436781613
30/01/2023,0.82,0.0
27/01/2023,0.88,0.07317073170731714
26/01/2023,0.88,0.0
24/01/2023,0.88,0.0
23/01/2023,0.88,0.0
20/01/2023,0.88,0.0
19/01/2023,0.88,0.0
18/01/2023,0.88,0.0
17/01/2023,0.88,0.0
16/01/2023,0.88,0.0
13/01/2023,0.88,0.0
12/01/2023,0.88,0.0
11/01/2023,0.88,0.0
10/01/2023,0.88,0.0
09/01/2023,1.4,0.5909090909090908
06/01/2023,0.88,-0.37142857142857133
05/01/2023,0.88,0.0
04/01/2023,0.88,0.0
03/01/2023,0.88,0.0
30/12/2022,0.88,0.0
29/12/2022,0.88,0.0
28/12/2022,0.88,0.0
23/12/2022,0.88,0.0
22/12/2022,0.88,0.0
21/12/2022,0.88,0.0
20/12/2022,0.88,0.0
19/12/2022,0.88,0.0
16/12/2022,0.88,0.0
15/12/2022,0.88,0.0
14/12/2022,0.88,0.0
13/12/2022,0.88,0.0
12/12/2022,0.88,0.0
09/12/2022,0.88,0.0
08/12/2022,0.88,0.0
07/12/2022,0.88,0.0
06/12/2022,0.88,0.0
05/12/2022,0.88,0.0
01/12/2022,0.88,0.0
30/11/2022,0.88,0.0
29/11/2022,0.88,0.0
28/11/2022,0.88,0.0
25/11/2022,0.88,0.0
24/11/2022,0.88,0.0
23/11/2022,0.88,0.0
22/11/2022,0.88,0.0
21/11/2022,0.88,0.0
18/11/2022,0.88,0.0
17/11/2022,0.88,0.0
16/11/2022,0.88,0.0
15/11/2022,0.87,-0.011363636363636354
14/11/2022,0.87,0.0
11/11/2022,0.87,0.0
10/11/2022,0.88,0.011494252873563315
09/11/2022,0.88,0.0
08/11/2022,0.88,0.0
07/11/2022,0.88,0.0
04/11/2022,0.88,0.0
03/11/2022,0.87,-0.011363636363636354
02/11/2022,0.87,0.0
01/11/2022,0.88,0.011494252873563315
31/10/2022,0.88,0.0
28/10/2022,0.88,0.0
28/10/2022,0.88,0.0
27/10/2022,0.88,0.0
26/10/2022,0.88,0.0
25/10/2022,0.88,0.0
24/10/2022,0.87,-0.011363636363636354
21/10/2022,0.8,-0.08045977011494243
20/10/2022,0.8,0.0
19/10/2022,0.88,0.09999999999999987
18/10/2022,0.88,0.0
17/10/2022,0.88,0.0
14/10/2022,0.88,0.0
13/10/2022,0.88,0.0
12/10/2022,0.88,0.0
11/10/2022,0.88,0.0
10/10/2022,0.88,0.0
07/10/2022,0.88,0.0
06/10/2022,0.88,0.0
05/10/2022,0.88,0.0
04/10/2022,0.88,0.0
03/10/2022,0.88,0.0
30/09/2022,0.88,0.0
29/09/2022,0.88,0.0
28/09/2022,0.88,0.0
27/09/2022,0.88,0.0
23/09/2022,0.91,0.03409090909090917
22/09/2022,0.91,0.0
20/09/2022,0.91,0.0
19/09/2022,0.91,0.0
16/09/2022,0.91,0.0
15/09/2022,0.91,0.0
14/09/2022,0.91,0.0
13/09/2022,0.91,0.0
12/09/2022,0.91,0.0
09/09/2022,0.91,0.0
08/09/2022,0.91,0.0
07/09/2022,0.91,0.0
06/09/2022,0.91,0.0
05/09/2022,0.91,0.0
02/09/2022,0.91,0.0
01/09/2022,0.91,0.0
31/08/2022,0.91,0.0
30/08/2022,0.91,0.0
29/08/2022,0.91,0.0
26/08/2022,0.91,0.0
25/08/2022,0.91,0.0
24/08/2022,0.91,0.0
23/08/2022,0.91,0.0
22/08/2022,0.95,0.0439560439560438
19/08/2022,0.95,0.0
18/08/2022,0.95,0.0
17/08/2022,0.95,0.0
16/08/2022,0.95,0.0
15/08/2022,0.95,0.0
12/08/2022,0.95,0.0
11/08/2022,0.88,-0.0736842105263158
10/08/2022,0.88,0.0
09/08/2022,0.8,-0.09090909090909083
08/08/2022,0.8,0.0
05/08/2022,0.8,0.0
03/08/2022,0.8,0.0
02/08/2022,0.75,-0.0625
01/08/2022,0.83,0.10666666666666669
29/07/2022,0.91,0.09638554216867479
28/07/2022,0.91,0.0
27/07/2022,0.91,0.0
26/07/2022,0.83,-0.08791208791208793
25/07/2022,0.83,0.0
22/07/2022,0.83,0.0
21/07/2022,0.83,0.0
20/07/2022,0.83,0.0
19/07/2022,0.83,0.0
18/07/2022,0.83,0.0
14/07/2022,0.83,0.0
