Daily Date,Share Code,Total Value Traded (GH¢)
7/9/2020,CAL,"18,304.00"
4/9/2020,CAL,"1,728.00"
3/9/2020,CAL,0
2/9/2020,CAL,64
1/9/2020,CAL,"3,264.00"
31/08/2020,CAL,0
28/08/2020,CAL,"1,792.00"
27/08/2020,CAL,0
26/08/2020,CAL,"6,460.00"
25/08/2020,CAL,"604,148.00"
24/08/2020,CAL,0
21/08/2020,CAL,0
20/08/2020,CAL,"7,340.00"
19/08/2020,CAL,"1,651,155.00"
18/08/2020,CAL,"80,990.00"
17/08/2020,CAL,"41,210.00"
14/08/2020,CAL,"5,330.00"
13/08/2020,CAL,"1,300.00"
12/8/2020,CAL,"19,500.00"
11/8/2020,CAL,0
10/8/2020,CAL,"4,795,920.00"
7/8/2020,CAL,"8,614.00"
6/8/2020,CAL,"2,560.00"
5/8/2020,CAL,0
3/8/2020,CAL,700
30/07/2020,CAL,"12,250.00"
29/07/2020,CAL,"10,500.00"
28/07/2020,CAL,"14,000.00"
27/07/2020,CAL,130
24/07/2020,CAL,"5,005.00"
23/07/2020,CAL,"83,905.00"
22/07/2020,CAL,195
21/07/2020,CAL,0
20/07/2020,CAL,195
17/07/2020,CAL,"6,825.00"
16/07/2020,CAL,"97,500.00"
15/07/2020,CAL,"69,485.00"
14/07/2020,CAL,"90,740.00"
13/07/2020,CAL,"26,975.00"
10/7/2020,CAL,390
9/7/2020,CAL,0
8/7/2020,CAL,"32,500.00"
7/7/2020,CAL,0
6/7/2020,CAL,"65,146.00"
3/7/2020,CAL,355
2/7/2020,CAL,"5,957.00"
1/7/2020,CAL,0
30/06/2020,CAL,"9,928.00"
29/06/2020,CAL,"24,615.00"
26/06/2020,CAL,"37,500.00"
25/06/2020,CAL,"18,396.00"
24/06/2020,CAL,"42,772.00"
23/06/2020,CAL,567
22/06/2020,CAL,"1,794.00"
19/06/2020,CAL,483
18/06/2020,CAL,"4,002.00"
17/06/2020,CAL,"2,139.00"
16/06/2020,CAL,"11,021.00"
15/06/2020,CAL,69
12/6/2020,CAL,"49,542.00"
11/6/2020,CAL,"60,585.00"
10/6/2020,CAL,0
9/6/2020,CAL,"3,461.00"
8/6/2020,CAL,"13,370.00"
5/6/2020,CAL,350
4/6/2020,CAL,"14,420.00"
3/6/2020,CAL,700
2/6/2020,CAL,0
1/6/2020,CAL,"1,470.00"
29/05/2020,CAL,"13,580.00"
28/05/2020,CAL,0
27/05/2020,CAL,"10,500.00"
26/05/2020,CAL,"12,880.00"
22/05/2020,CAL,"2,313.00"
21/05/2020,CAL,"2,280.00"
20/05/2020,CAL,"333,634.00"
19/05/2020,CAL,0
18/05/2020,CAL,0
15/05/2020,CAL,0
14/05/2020,CAL,0
13/05/2020,CAL,"9,394.00"
12/5/2020,CAL,"1,092.00"
11/5/2020,CAL,0
8/5/2020,CAL,"3,588.00"
7/5/2020,CAL,0
6/5/2020,CAL,"1,001.00"
5/5/2020,CAL,"12,714.00"
4/5/2020,CAL,880
30/04/2020,CAL,0
29/04/2020,CAL,492
28/04/2020,CAL,0
27/04/2020,CAL,0
24/04/2020,CAL,"1,155.00"
23/04/2020,CAL,0
22/04/2020,CAL,"7,878.00"
21/04/2020,CAL,312
20/04/2020,CAL,0
17/04/2020,CAL,"158,106.00"
16/04/2020,CAL,"494,800.00"
15/04/2020,CAL,0
14/04/2020,CAL,"2,800.00"
9/4/2020,CAL,0
8/4/2020,CAL,"35,898.00"
7/4/2020,CAL,0
6/4/2020,CAL,0
3/4/2020,CAL,0
2/4/2020,CAL,"29,674.00"
1/4/2020,CAL,86
31/03/2020,CAL,"4,300.00"
30/03/2020,CAL,"14,842.00"
27/03/2020,CAL,"4,920.00"
26/03/2020,CAL,820
25/03/2020,CAL,0
24/03/2020,CAL,"5,651.00"
23/03/2020,CAL,0
20/03/2020,CAL,"1,328.00"
19/03/2020,CAL,"5,328.00"
18/03/2020,CAL,"1,382.00"
17/03/2020,CAL,"2,640.00"
16/03/2020,CAL,"2,070.00"
13/03/2020,CAL,"1,440.00"
12/3/2020,CAL,"2,855.00"
11/3/2020,CAL,"49,920.00"
10/3/2020,CAL,"3,036.00"
9/3/2020,CAL,0
5/3/2020,CAL,"920,990.00"
4/3/2020,CAL,"33,300.00"
3/3/2020,CAL,"1,620.00"
2/3/2020,CAL,0
28/02/2020,CAL,"1,800.00"
27/02/2020,CAL,"369,642.00"
26/02/2020,CAL,"351,427.00"
25/02/2020,CAL,0
24/02/2020,CAL,0
21/02/2020,CAL,95
20/02/2020,CAL,0
19/02/2020,CAL,0
18/02/2020,CAL,"1,140.00"
17/02/2020,CAL,0
14/02/2020,CAL,0
13/02/2020,CAL,950
12/2/2020,CAL,0
11/2/2020,CAL,"1,615.00"
10/2/2020,CAL,0
7/2/2020,CAL,95
6/2/2020,CAL,"2,007.00"
5/2/2020,CAL,480
4/2/2020,CAL,480
3/2/2020,CAL,"1,440.00"
31/01/2020,CAL,0
30/01/2020,CAL,384
29/01/2020,CAL,"3,360.00"
28/01/2020,CAL,864
27/01/2020,CAL,485
24/01/2020,CAL,"2,156.00"
23/01/2020,CAL,"1,374.00"
22/01/2020,CAL,0
21/01/2020,CAL,693
20/01/2020,CAL,495
17/01/2020,CAL,0
16/01/2020,CAL,99
15/01/2020,CAL,720
14/01/2020,CAL,"1,620.00"
13/01/2020,CAL,90
10/1/2020,CAL,"1,710.00"
9/1/2020,CAL,450
8/1/2020,CAL,0
6/1/2020,CAL,178
3/1/2020,CAL,623
2/1/2020,CAL,445
31/12/2019,CAL,"193,159.00"
30/12/2019,CAL,0
27/12/2019,CAL,"41,000.00"
24/12/2019,CAL,810
23/12/2019,CAL,0
20/12/2019,CAL,"18,407.00"
19/12/2019,CAL,"5,913.00"
18/12/2019,CAL,162
17/12/2019,CAL,"4,050.00"
16/12/2019,CAL,405
13/12/2019,CAL,0
12/12/2019,CAL,"1,368,981.00"
11/12/2019,CAL,"22,930.00"
10/12/2019,CAL,"16,511.00"
9/12/2019,CAL,"12,960.00"
5/12/2019,CAL,243
4/12/2019,CAL,0
3/12/2019,CAL,0
2/12/2019,CAL,0
29/11/2019,CAL,0
28/11/2019,CAL,0
27/11/2019,CAL,"366,412.00"
26/11/2019,CAL,"239,897.00"
25/11/2019,CAL,"8,660.00"
22/11/2019,CAL,"8,660.00"
21/11/2019,CAL,0
20/11/2019,CAL,800
19/11/2019,CAL,0
18/11/2019,CAL,"8,020.00"
15/11/2019,CAL,"410,000.00"
14/11/2019,CAL,"2,450.00"
13/11/2019,CAL,0
12/11/2019,CAL,"246,656.00"
11/11/2019,CAL,"1,640.00"
8/11/2019,CAL,"132,240.00"
7/11/2019,CAL,"3,500.00"
6/11/2019,CAL,"5,460.00"
5/11/2019,CAL,240
4/11/2019,CAL,720
1/11/2019,CAL,960
31/10/2019,CAL,"5,920.00"
30/10/2019,CAL,700
29/10/2019,CAL,"4,289,680.00"
28/10/2019,CAL,"2,240.00"
25/10/2019,CAL,0
24/10/2019,CAL,0
23/10/2019,CAL,"4,200,292.00"
22/10/2019,CAL,0
21/10/2019,CAL,"2,287.00"
18/10/2019,CAL,"2,635.00"
17/10/2019,CAL,390
16/10/2019,CAL,"2,528.00"
15/10/2019,CAL,80
14/10/2019,CAL,82
11/10/2019,CAL,0
10/10/2019,CAL,"10,516.00"
9/10/2019,CAL,336
8/10/2019,CAL,"2,436.00"
7/10/2019,CAL,0
4/10/2019,CAL,88
3/10/2019,CAL,0
2/10/2019,CAL,176
1/10/2019,CAL,352
30/09/2019,CAL,"8,289.00"
27/09/2019,CAL,"54,872.00"
26/09/2019,CAL,"27,828.00"
25/09/2019,CAL,"8,595.00"
24/09/2019,CAL,"17,845.00"
20/09/2019,CAL,0
19/09/2019,CAL,0
18/09/2019,CAL,0
17/09/2019,CAL,84
16/09/2019,CAL,0
13/09/2019,CAL,"4,845.00"
12/9/2019,CAL,"3,738.00"
11/9/2019,CAL,"17,179.00"
10/9/2019,CAL,"2,250.00"
9/9/2019,CAL,"1,530.00"
6/9/2019,CAL,0
5/9/2019,CAL,90
4/9/2019,CAL,0
3/9/2019,CAL,"3,069.00"
2/9/2019,CAL,"1,089.00"
30/08/2019,CAL,0
29/08/2019,CAL,0
28/08/2019,CAL,"2,574.00"
27/08/2019,CAL,99
26/08/2019,CAL,0
26/08/2019,CAL,0
23/08/2019,CAL,0
22/08/2019,CAL,990
21/08/2019,CAL,0
20/08/2019,CAL,0
19/08/2019,CAL,297
16/08/2019,CAL,0
15/08/2019,CAL,400
14/08/2019,CAL,"101,200.00"
13/08/2019,CAL,"3,692.00"
9/8/2019,CAL,"3,473.00"
8/8/2019,CAL,"25,841.00"
7/8/2019,CAL,970
6/8/2019,CAL,0
2/8/2019,CAL,0
1/8/2019,CAL,"41,232.00"
31/07/2019,CAL,396
30/07/2019,CAL,"7,195.00"
29/07/2019,CAL,0
26/07/2019,CAL,"3,517.00"
25/07/2019,CAL,196
24/07/2019,CAL,0
23/07/2019,CAL,0
22/07/2019,CAL,0
19/07/2019,CAL,"6,192.00"
18/07/2019,CAL,0
17/07/2019,CAL,0
16/07/2019,CAL,"14,366.00"
15/07/2019,CAL,"6,300.00"
12/7/2019,CAL,95
11/7/2019,CAL,"2,660.00"
10/7/2019,CAL,200
9/7/2019,CAL,0
8/7/2019,CAL,800
5/7/2019,CAL,"13,000.00"
4/7/2019,CAL,0
3/7/2019,CAL,"3,008.00"
2/7/2019,CAL,"1,155.00"
1/7/2019,CAL,0
28/06/2019,CAL,"31,625.00"
27/06/2019,CAL,"101,560.00"
26/06/2019,CAL,"23,018.00"
25/06/2019,CAL,"18,540.00"
24/06/2019,CAL,"8,075.00"
21/06/2019,CAL,"7,460.00"
20/06/2019,CAL,"4,500.00"
19/06/2019,CAL,"1,023.00"
18/06/2019,CAL,"8,500.00"
17/06/2019,CAL,0
14/06/2019,CAL,0
13/06/2019,CAL,"34,577.00"
12/6/2019,CAL,0
11/6/2019,CAL,"2,286.00"
10/6/2019,CAL,"1,600.00"
7/6/2019,CAL,0
6/6/2019,CAL,"263,760.00"
4/6/2019,CAL,"2,400.00"
3/6/2019,CAL,880
31/05/2019,CAL,480
30/05/2019,CAL,"13,120.00"
29/05/2019,CAL,"2,550.00"
28/05/2019,CAL,845
27/05/2019,CAL,"37,580.00"
24/05/2019,CAL,0
23/05/2019,CAL,"4,800.00"
22/05/2019,CAL,0
21/05/2019,CAL,"15,567.00"
20/05/2019,CAL,0
17/05/2019,CAL,820
16/05/2019,CAL,"38,970.00"
15/05/2019,CAL,"61,495.00"
14/05/2019,CAL,"2,816.00"
13/05/2019,CAL,946
10/5/2019,CAL,"1,037.00"
9/5/2019,CAL,"7,922.00"
8/5/2019,CAL,"2,024.00"
7/5/2019,CAL,968
6/5/2019,CAL,"17,600.00"
3/5/2019,CAL,"11,704.00"
2/5/2019,CAL,"1,767.00"
30/04/2019,CAL,"1,800.00"
29/04/2019,CAL,0
26/04/2019,CAL,97
25/04/2019,CAL,194
24/04/2019,CAL,"1,940.00"
23/04/2019,CAL,0
18/04/2019,CAL,0
17/04/2019,CAL,"24,733.00"
16/04/2019,CAL,"2,619.00"
15/04/2019,CAL,305
12/4/2019,CAL,0
11/4/2019,CAL,"1,854.00"
10/4/2019,CAL,0
9/4/2019,CAL,104
8/4/2019,CAL,0
5/4/2019,CAL,0
4/4/2019,CAL,0
3/4/2019,CAL,0
2/4/2019,CAL,0
1/4/2019,CAL,0
29/03/2019,CAL,"8,702.00"
28/03/2019,CAL,"29,395.00"
27/03/2019,CAL,"10,343.00"
26/03/2019,CAL,"2,370.00"
25/03/2019,CAL,"86,102.00"
22/03/2019,CAL,"7,789.00"
21/03/2019,CAL,"11,388.00"
20/03/2019,CAL,0
19/03/2019,CAL,"26,330.00"
18/03/2019,CAL,0
15/03/2019,CAL,"2,060.00"
14/03/2019,CAL,"1,339.00"
13/03/2019,CAL,"3,811.00"
12/3/2019,CAL,0
11/3/2019,CAL,206
8/3/2019,CAL,200
7/3/2019,CAL,"3,782.00"
5/3/2019,CAL,"50,818.00"
4/3/2019,CAL,"5,562.00"
1/3/2019,CAL,"9,885.00"
28/02/2019,CAL,"48,560.00"
27/02/2019,CAL,"6,996.00"
26/02/2019,CAL,950
25/02/2019,CAL,"1,581.00"
22/02/2019,CAL,555
21/02/2019,CAL,0
20/02/2019,CAL,"3,348.00"
19/02/2019,CAL,"107,075.00"
18/02/2019,CAL,"2,365.00"
15/02/2019,CAL,"1,820.00"
14/02/2019,CAL,529
13/02/2019,CAL,0
12/2/2019,CAL,"2,024.00"
11/2/2019,CAL,"178,801.00"
8/2/2019,CAL,801
7/2/2019,CAL,"6,141.00"
6/2/2019,CAL,534
5/2/2019,CAL,"2,403.00"
4/2/2019,CAL,"1,604.00"
1/2/2019,CAL,630
31/01/2019,CAL,450
30/01/2019,CAL,"1,260.00"
29/01/2019,CAL,900
28/01/2019,CAL,"42,840.00"
25/01/2019,CAL,"66,816.00"
24/01/2019,CAL,"1,131.00"
23/01/2019,CAL,"23,195.00"
22/01/2019,CAL,"9,888.00"
21/01/2019,CAL,0
18/01/2019,CAL,"31,878.00"
17/01/2019,CAL,"4,653.00"
16/01/2019,CAL,"1,202,355.00"
15/01/2019,CAL,203
14/01/2019,CAL,"3,975.00"
11/1/2019,CAL,"1,400.00"
10/1/2019,CAL,"8,500.00"
9/1/2019,CAL,"8,285.00"
8/1/2019,CAL,"133,056.00"
4/1/2019,CAL,"133,056.00"
3/1/2019,CAL,"2,277.00"
2/1/2019,CAL,"1,372.00"
