Daily Date,Share Code,Total Value Traded (GH¢)
10/6/2020,ACCESS,0
9/6/2020,ACCESS,0
8/6/2020,ACCESS,0
5/6/2020,ACCESS,0
4/6/2020,ACCESS,0
3/6/2020,ACCESS,0
2/6/2020,ACCESS,0
1/6/2020,ACCESS,0
29/05/2020,ACCESS,0
28/05/2020,ACCESS,0
27/05/2020,ACCESS,0
26/05/2020,ACCESS,0
22/05/2020,ACCESS,0
21/05/2020,ACCESS,0
20/05/2020,ACCESS,0
19/05/2020,ACCESS,0
18/05/2020,ACCESS,0
15/05/2020,ACCESS,0
14/05/2020,ACCESS,0
13/05/2020,ACCESS,0
12/5/2020,ACCESS,0
11/5/2020,ACCESS,0
8/5/2020,ACCESS,0
7/5/2020,ACCESS,0
6/5/2020,ACCESS,0
5/5/2020,ACCESS,0
4/5/2020,ACCESS,0
30/04/2020,ACCESS,0
29/04/2020,ACCESS,0
28/04/2020,ACCESS,0
27/04/2020,ACCESS,"4,390.00"
24/04/2020,ACCESS,0
23/04/2020,ACCESS,0
22/04/2020,ACCESS,0
21/04/2020,ACCESS,0
20/04/2020,ACCESS,0
17/04/2020,ACCESS,0
16/04/2020,ACCESS,0
15/04/2020,ACCESS,0
14/04/2020,ACCESS,0
9/4/2020,ACCESS,0
8/4/2020,ACCESS,0
7/4/2020,ACCESS,0
6/4/2020,ACCESS,0
3/4/2020,ACCESS,0
2/4/2020,ACCESS,0
1/4/2020,ACCESS,0
31/03/2020,ACCESS,0
30/03/2020,ACCESS,0
27/03/2020,ACCESS,0
26/03/2020,ACCESS,0
25/03/2020,ACCESS,0
24/03/2020,ACCESS,0
23/03/2020,ACCESS,0
20/03/2020,ACCESS,0
19/03/2020,ACCESS,0
18/03/2020,ACCESS,440
17/03/2020,ACCESS,0
16/03/2020,ACCESS,0
13/03/2020,ACCESS,0
12/3/2020,ACCESS,0
11/3/2020,ACCESS,0
10/3/2020,ACCESS,0
9/3/2020,ACCESS,0
5/3/2020,ACCESS,0
4/3/2020,ACCESS,0
3/3/2020,ACCESS,0
2/3/2020,ACCESS,0
28/02/2020,ACCESS,0
27/02/2020,ACCESS,0
26/02/2020,ACCESS,0
25/02/2020,ACCESS,0
24/02/2020,ACCESS,0
21/02/2020,ACCESS,0
20/02/2020,ACCESS,0
19/02/2020,ACCESS,0
18/02/2020,ACCESS,0
17/02/2020,ACCESS,0
14/02/2020,ACCESS,0
13/02/2020,ACCESS,0
12/2/2020,ACCESS,0
11/2/2020,ACCESS,0
10/2/2020,ACCESS,0
7/2/2020,ACCESS,0
6/2/2020,ACCESS,0
5/2/2020,ACCESS,0
4/2/2020,ACCESS,0
3/2/2020,ACCESS,0
31/01/2020,ACCESS,0
30/01/2020,ACCESS,"1,800.00"
29/01/2020,ACCESS,0
28/01/2020,ACCESS,0
27/01/2020,ACCESS,0
24/01/2020,ACCESS,0
23/01/2020,ACCESS,0
22/01/2020,ACCESS,0
21/01/2020,ACCESS,0
20/01/2020,ACCESS,0
17/01/2020,ACCESS,0
16/01/2020,ACCESS,0
15/01/2020,ACCESS,0
14/01/2020,ACCESS,0
13/01/2020,ACCESS,0
10/1/2020,ACCESS,0
9/1/2020,ACCESS,0
8/1/2020,ACCESS,0
6/1/2020,ACCESS,0
3/1/2020,ACCESS,0
2/1/2020,ACCESS,0
31/12/2019,ACCESS,0
30/12/2019,ACCESS,0
27/12/2019,ACCESS,0
24/12/2019,ACCESS,0
23/12/2019,ACCESS,0
20/12/2019,ACCESS,0
19/12/2019,ACCESS,0
18/12/2019,ACCESS,0
17/12/2019,ACCESS,0
16/12/2019,ACCESS,500
13/12/2019,ACCESS,475
12/12/2019,ACCESS,420
11/12/2019,ACCESS,370
10/12/2019,ACCESS,650
9/12/2019,ACCESS,288
5/12/2019,ACCESS,575
4/12/2019,ACCESS,275
3/12/2019,ACCESS,270
2/12/2019,ACCESS,0
29/11/2019,ACCESS,0
28/11/2019,ACCESS,0
27/11/2019,ACCESS,0
26/11/2019,ACCESS,0
25/11/2019,ACCESS,0
22/11/2019,ACCESS,0
21/11/2019,ACCESS,0
20/11/2019,ACCESS,"1,458.00"
19/11/2019,ACCESS,0
18/11/2019,ACCESS,0
15/11/2019,ACCESS,0
14/11/2019,ACCESS,0
13/11/2019,ACCESS,243
12/11/2019,ACCESS,0
11/11/2019,ACCESS,0
8/11/2019,ACCESS,0
7/11/2019,ACCESS,0
6/11/2019,ACCESS,0
5/11/2019,ACCESS,0
4/11/2019,ACCESS,0
1/11/2019,ACCESS,0
31/10/2019,ACCESS,0
30/10/2019,ACCESS,0
29/10/2019,ACCESS,0
28/10/2019,ACCESS,0
25/10/2019,ACCESS,0
24/10/2019,ACCESS,0
23/10/2019,ACCESS,0
22/10/2019,ACCESS,0
21/10/2019,ACCESS,0
18/10/2019,ACCESS,0
17/10/2019,ACCESS,0
16/10/2019,ACCESS,0
15/10/2019,ACCESS,243
14/10/2019,ACCESS,0
11/10/2019,ACCESS,0
10/10/2019,ACCESS,0
9/10/2019,ACCESS,0
8/10/2019,ACCESS,0
7/10/2019,ACCESS,0
4/10/2019,ACCESS,0
3/10/2019,ACCESS,"1,215.00"
2/10/2019,ACCESS,480
1/10/2019,ACCESS,0
30/09/2019,ACCESS,0
27/09/2019,ACCESS,0
26/09/2019,ACCESS,0
25/09/2019,ACCESS,0
24/09/2019,ACCESS,765
20/09/2019,ACCESS,0
19/09/2019,ACCESS,255
18/09/2019,ACCESS,0
17/09/2019,ACCESS,0
16/09/2019,ACCESS,0
13/09/2019,ACCESS,0
12/9/2019,ACCESS,0
11/9/2019,ACCESS,0
10/9/2019,ACCESS,0
9/9/2019,ACCESS,"11,985.00"
6/9/2019,ACCESS,"1,275.00"
5/9/2019,ACCESS,0
4/9/2019,ACCESS,299
3/9/2019,ACCESS,0
2/9/2019,ACCESS,0
30/08/2019,ACCESS,0
29/08/2019,ACCESS,0
28/08/2019,ACCESS,0
27/08/2019,ACCESS,"11,960.00"
26/08/2019,ACCESS,0
26/08/2019,ACCESS,0
23/08/2019,ACCESS,0
22/08/2019,ACCESS,0
21/08/2019,ACCESS,"9,570.00"
20/08/2019,ACCESS,0
19/08/2019,ACCESS,255
16/08/2019,ACCESS,0
15/08/2019,ACCESS,0
14/08/2019,ACCESS,0
13/08/2019,ACCESS,0
9/8/2019,ACCESS,0
8/8/2019,ACCESS,0
7/8/2019,ACCESS,0
6/8/2019,ACCESS,0
2/8/2019,ACCESS,0
1/8/2019,ACCESS,0
31/07/2019,ACCESS,0
30/07/2019,ACCESS,0
29/07/2019,ACCESS,600
26/07/2019,ACCESS,0
25/07/2019,ACCESS,0
24/07/2019,ACCESS,0
23/07/2019,ACCESS,300
22/07/2019,ACCESS,0
19/07/2019,ACCESS,0
18/07/2019,ACCESS,0
17/07/2019,ACCESS,334
16/07/2019,ACCESS,"29,000.00"
15/07/2019,ACCESS,0
12/7/2019,ACCESS,0
11/7/2019,ACCESS,"4,350.00"
10/7/2019,ACCESS,0
9/7/2019,ACCESS,0
8/7/2019,ACCESS,0
5/7/2019,ACCESS,0
4/7/2019,ACCESS,0
3/7/2019,ACCESS,0
2/7/2019,ACCESS,0
1/7/2019,ACCESS,0
28/06/2019,ACCESS,0
27/06/2019,ACCESS,"3,400.00"
26/06/2019,ACCESS,"9,000.00"
25/06/2019,ACCESS,"1,320.00"
24/06/2019,ACCESS,"1,200.00"
21/06/2019,ACCESS,0
20/06/2019,ACCESS,300
19/06/2019,ACCESS,0
18/06/2019,ACCESS,0
17/06/2019,ACCESS,0
14/06/2019,ACCESS,0
13/06/2019,ACCESS,0
12/6/2019,ACCESS,0
11/6/2019,ACCESS,"1,700.00"
10/6/2019,ACCESS,0
7/6/2019,ACCESS,"10,000.00"
6/6/2019,ACCESS,0
4/6/2019,ACCESS,0
3/6/2019,ACCESS,0
31/05/2019,ACCESS,0
30/05/2019,ACCESS,0
29/05/2019,ACCESS,0
28/05/2019,ACCESS,0
27/05/2019,ACCESS,0
24/05/2019,ACCESS,0
23/05/2019,ACCESS,0
22/05/2019,ACCESS,0
21/05/2019,ACCESS,0
20/05/2019,ACCESS,0
17/05/2019,ACCESS,0
16/05/2019,ACCESS,0
15/05/2019,ACCESS,0
14/05/2019,ACCESS,0
13/05/2019,ACCESS,0
10/5/2019,ACCESS,0
9/5/2019,ACCESS,0
8/5/2019,ACCESS,0
7/5/2019,ACCESS,0
6/5/2019,ACCESS,0
3/5/2019,ACCESS,0
2/5/2019,ACCESS,0
30/04/2019,ACCESS,0
29/04/2019,ACCESS,0
26/04/2019,ACCESS,0
25/04/2019,ACCESS,0
24/04/2019,ACCESS,0
23/04/2019,ACCESS,0
18/04/2019,ACCESS,0
17/04/2019,ACCESS,0
16/04/2019,ACCESS,0
15/04/2019,ACCESS,0
12/4/2019,ACCESS,0
11/4/2019,ACCESS,0
10/4/2019,ACCESS,0
9/4/2019,ACCESS,0
8/4/2019,ACCESS,0
5/4/2019,ACCESS,0
4/4/2019,ACCESS,0
3/4/2019,ACCESS,0
2/4/2019,ACCESS,0
1/4/2019,ACCESS,0
29/03/2019,ACCESS,0
28/03/2019,ACCESS,0
27/03/2019,ACCESS,0
26/03/2019,ACCESS,0
25/03/2019,ACCESS,0
22/03/2019,ACCESS,0
21/03/2019,ACCESS,0
20/03/2019,ACCESS,0
19/03/2019,ACCESS,0
18/03/2019,ACCESS,0
15/03/2019,ACCESS,800
14/03/2019,ACCESS,760
13/03/2019,ACCESS,0
12/3/2019,ACCESS,0
11/3/2019,ACCESS,0
8/3/2019,ACCESS,0
7/3/2019,ACCESS,0
5/3/2019,ACCESS,0
4/3/2019,ACCESS,0
1/3/2019,ACCESS,0
28/02/2019,ACCESS,0
27/02/2019,ACCESS,0
26/02/2019,ACCESS,0
25/02/2019,ACCESS,0
22/02/2019,ACCESS,760
21/02/2019,ACCESS,0
20/02/2019,ACCESS,0
19/02/2019,ACCESS,0
18/02/2019,ACCESS,0
15/02/2019,ACCESS,0
14/02/2019,ACCESS,0
13/02/2019,ACCESS,0
12/2/2019,ACCESS,0
11/2/2019,ACCESS,0
8/2/2019,ACCESS,0
7/2/2019,ACCESS,0
6/2/2019,ACCESS,680
5/2/2019,ACCESS,"1,500.00"
4/2/2019,ACCESS,"9,300.00"
1/2/2019,ACCESS,0
31/01/2019,ACCESS,0
30/01/2019,ACCESS,0
29/01/2019,ACCESS,0
28/01/2019,ACCESS,0
25/01/2019,ACCESS,"4,832.00"
24/01/2019,ACCESS,0
23/01/2019,ACCESS,0
22/01/2019,ACCESS,640
21/01/2019,ACCESS,0
18/01/2019,ACCESS,"15,100.00"
17/01/2019,ACCESS,0
16/01/2019,ACCESS,694
15/01/2019,ACCESS,0
14/01/2019,ACCESS,302
11/1/2019,ACCESS,0
10/1/2019,ACCESS,0
9/1/2019,ACCESS,0
8/1/2019,ACCESS,0
4/1/2019,ACCESS,710
3/1/2019,ACCESS,0
2/1/2019,ACCESS,0
