GPRH,,,,,,,,,,,,,,,,,,,,,,
70.53,,,,,,,,,,,,,,,,,,,,,,
79.43,,,,,,,,,,,,,,,,,,,,,,
74.77,,,,,,,,,,,,,,,,,,,,,,
77.95,,,,,,,,,,,,,,,,,,,,,,
52.13,,,,,,,,,,,,,,,,,,,,,,
63.41,,,,,,,,,,,,,,,,,,,,,,
74.67,,,,,,,,,,,,,,,,,,,,,,
61.33,,,,,,,,,,,,,,,,,,,,,,
63.05,,,,,,,,,,,,,,,,,,,,,,
56.75,,,,,,,,,,,,,,,,,,,,,,
69.48,,,,,,,,,,,,,,,,,,,,,,
77.43,,,,,,,,,,,,,,,,,,,,,,
71.36,,,,,,,,,,,,,,,,,,,,,,
69.43,,,,,,,,,,,,,,,,,,,,,,
59.95,,,,,,,,,,,,,,,,,,,,,,
74.60,,,,,,,,,,,,,,,,,,,,,,
81.04,,,,,,,,,,,,,,,,,,,,,,
66.16,,,,,,,,,,,,,,,,,,,,,,
84.40,,,,,,,,,,,,,,,,,,,,,,
78.12,,,,,,,,,,,,,,,,,,,,,,
71.46,,,,,,,,,,,,,,,,,,,,,,
58.71,,,,,,,,,,,,,,,,,,,,,,
72.48,,,,,,,,,,,,,,,,,,,,,,
85.67,,,,,,,,,,,,,,,,,,,,,,
95.87,,,,,,,,,,,,,,,,,,,,,,
66.18,,,,,,,,,,,,,,,,,,,,,,
74.39,,,,,,,,,,,,,,,,,,,,,,
63.37,,,,,,,,,,,,,,,,,,,,,,
57.81,,,,,,,,,,,,,,,,,,,,,,
82.32,,,,,,,,,,,,,,,,,,,,,,
79.68,,,,,,,,,,,,,,,,,,,,,,
67.25,,,,,,,,,,,,,,,,,,,,,,
70.90,,,,,,,,,,,,,,,,,,,,,,
101.10,,,,,,,,,,,,,,,,,,,,,,
76.12,,,,,,,,,,,,,,,,,,,,,,
90.70,,,,,,,,,,,,,,,,,,,,,,
77.34,,,,,,,,,,,,,,,,,,,,,,
68.41,,,,,,,,,,,,,,,,,,,,,,
71.49,,,,,,,,,,,,,,,,,,,,,,
72.50,,,,,,,,,,,,,,,,,,,,,,
66.21,,,,,,,,,,,,,,,,,,,,,,
70.88,,,,,,,,,,,,,,,,,,,,,,
75.75,,,,,,,,,,,,,,,,,,,,,,
68.27,,,,,,,,,,,,,,,,,,,,,,
76.55,,,,,,,,,,,,,,,,,,,,,,
75.00,,,,,,,,,,,,,,,,,,,,,,
78.81,,,,,,,,,,,,,,,,,,,,,,
70.23,,,,,,,,,,,,,,,,,,,,,,
61.87,,,,,,,,,,,,,,,,,,,,,,
67.46,,,,,,,,,,,,,,,,,,,,,,
68.64,,,,,,,,,,,,,,,,,,,,,,
61.44,,,,,,,,,,,,,,,,,,,,,,
69.42,,,,,,,,,,,,,,,,,,,,,,
67.28,,,,,,,,,,,,,,,,,,,,,,
65.62,,,,,,,,,,,,,,,,,,,,,,
70.87,,,,,,,,,,,,,,,,,,,,,,
72.41,,,,,,,,,,,,,,,,,,,,,,
55.70,,,,,,,,,,,,,,,,,,,,,,
76.69,,,,,,,,,,,,,,,,,,,,,,
73.35,,,,,,,,,,,,,,,,,,,,,,
71.18,,,,,,,,,,,,,,,,,,,,,,
58.96,,,,,,,,,,,,,,,,,,,,,,
71.75,,,,,,,,,,,,,,,,,,,,,,
85.78,,,,,,,,,,,,,,,,,,,,,,
64.70,,,,,,,,,,,,,,,,,,,,,,
68.73,,,,,,,,,,,,,,,,,,,,,,
70.19,,,,,,,,,,,,,,,,,,,,,,
71.98,,,,,,,,,,,,,,,,,,,,,,
63.78,,,,,,,,,,,,,,,,,,,,,,
92.22,,,,,,,,,,,,,,,,,,,,,,
75.93,,,,,,,,,,,,,,,,,,,,,,
73.12,,,,,,,,,,,,,,,,,,,,,,
82.33,,,,,,,,,,,,,,,,,,,,,,
104.57,,,,,,,,,,,,,,,,,,,,,,
96.06,,,,,,,,,,,,,,,,,,,,,,
104.13,,,,,,,,,,,,,,,,,,,,,,
68.81,,,,,,,,,,,,,,,,,,,,,,
67.82,,,,,,,,,,,,,,,,,,,,,,
69.49,,,,,,,,,,,,,,,,,,,,,,
94.44,,,,,,,,,,,,,,,,,,,,,,
98.14,,,,,,,,,,,,,,,,,,,,,,
95.05,,,,,,,,,,,,,,,,,,,,,,
90.10,,,,,,,,,,,,,,,,,,,,,,
67.89,,,,,,,,,,,,,,,,,,,,,,
78.03,,,,,,,,,,,,,,,,,,,,,,
94.76,,,,,,,,,,,,,,,,,,,,,,
83.12,,,,,,,,,,,,,,,,,,,,,,
95.89,,,,,,,,,,,,,,,,,,,,,,
90.87,,,,,,,,,,,,,,,,,,,,,,
119.51,,,,,,,,,,,,,,,,,,,,,,
131.21,,,,,,,,,,,,,,,,,,,,,,
97.50,,,,,,,,,,,,,,,,,,,,,,
84.32,,,,,,,,,,,,,,,,,,,,,,
93.45,,,,,,,,,,,,,,,,,,,,,,
85.37,,,,,,,,,,,,,,,,,,,,,,
77.35,,,,,,,,,,,,,,,,,,,,,,
74.22,,,,,,,,,,,,,,,,,,,,,,
90.43,,,,,,,,,,,,,,,,,,,,,,
79.65,,,,,,,,,,,,,,,,,,,,,,
94.03,,,,,,,,,,,,,,,,,,,,,,
77.69,,,,,,,,,,,,,,,,,,,,,,
71.86,,,,,,,,,,,,,,,,,,,,,,
86.42,,,,,,,,,,,,,,,,,,,,,,
86.76,,,,,,,,,,,,,,,,,,,,,,
98.75,,,,,,,,,,,,,,,,,,,,,,
80.13,,,,,,,,,,,,,,,,,,,,,,
93.11,,,,,,,,,,,,,,,,,,,,,,
78.91,,,,,,,,,,,,,,,,,,,,,,
105.33,,,,,,,,,,,,,,,,,,,,,,
86.89,,,,,,,,,,,,,,,,,,,,,,
107.87,,,,,,,,,,,,,,,,,,,,,,
95.02,,,,,,,,,,,,,,,,,,,,,,
76.10,,,,,,,,,,,,,,,,,,,,,,
61.76,,,,,,,,,,,,,,,,,,,,,,
64.84,,,,,,,,,,,,,,,,,,,,,,
69.34,,,,,,,,,,,,,,,,,,,,,,
58.21,,,,,,,,,,,,,,,,,,,,,,
76.14,,,,,,,,,,,,,,,,,,,,,,
76.40,,,,,,,,,,,,,,,,,,,,,,
83.75,,,,,,,,,,,,,,,,,,,,,,
77.22,,,,,,,,,,,,,,,,,,,,,,
68.62,,,,,,,,,,,,,,,,,,,,,,
74.01,,,,,,,,,,,,,,,,,,,,,,
51.75,,,,,,,,,,,,,,,,,,,,,,
60.49,,,,,,,,,,,,,,,,,,,,,,
52.75,,,,,,,,,,,,,,,,,,,,,,
63.82,,,,,,,,,,,,,,,,,,,,,,
66.39,,,,,,,,,,,,,,,,,,,,,,
75.31,,,,,,,,,,,,,,,,,,,,,,
63.71,,,,,,,,,,,,,,,,,,,,,,
60.06,,,,,,,,,,,,,,,,,,,,,,
76.12,,,,,,,,,,,,,,,,,,,,,,
73.26,,,,,,,,,,,,,,,,,,,,,,
70.44,,,,,,,,,,,,,,,,,,,,,,
94.96,,,,,,,,,,,,,,,,,,,,,,
70.83,,,,,,,,,,,,,,,,,,,,,,
72.87,,,,,,,,,,,,,,,,,,,,,,
64.53,,,,,,,,,,,,,,,,,,,,,,
50.65,,,,,,,,,,,,,,,,,,,,,,
104.52,,,,,,,,,,,,,,,,,,,,,,
62.86,,,,,,,,,,,,,,,,,,,,,,
80.56,,,,,,,,,,,,,,,,,,,,,,
67.54,,,,,,,,,,,,,,,,,,,,,,
75.35,,,,,,,,,,,,,,,,,,,,,,
64.86,,,,,,,,,,,,,,,,,,,,,,
61.82,,,,,,,,,,,,,,,,,,,,,,
55.43,,,,,,,,,,,,,,,,,,,,,,
59.53,,,,,,,,,,,,,,,,,,,,,,
54.34,,,,,,,,,,,,,,,,,,,,,,
50.45,,,,,,,,,,,,,,,,,,,,,,
56.60,,,,,,,,,,,,,,,,,,,,,,
61.64,,,,,,,,,,,,,,,,,,,,,,
52.29,,,,,,,,,,,,,,,,,,,,,,
53.89,,,,,,,,,,,,,,,,,,,,,,
59.98,,,,,,,,,,,,,,,,,,,,,,
70.34,,,,,,,,,,,,,,,,,,,,,,
59.44,,,,,,,,,,,,,,,,,,,,,,
46.88,,,,,,,,,,,,,,,,,,,,,,
59.06,,,,,,,,,,,,,,,,,,,,,,
64.57,,,,,,,,,,,,,,,,,,,,,,
53.48,,,,,,,,,,,,,,,,,,,,,,
52.68,,,,,,,,,,,,,,,,,,,,,,
69.36,,,,,,,,,,,,,,,,,,,,,,
85.10,,,,,,,,,,,,,,,,,,,,,,
120.52,,,,,,,,,,,,,,,,,,,,,,
167.34,,,,,,,,,,,,,,,,,,,,,,
127.24,,,,,,,,,,,,,,,,,,,,,,
99.60,,,,,,,,,,,,,,,,,,,,,,
100.10,,,,,,,,,,,,,,,,,,,,,,
97.27,,,,,,,,,,,,,,,,,,,,,,
119.83,,,,,,,,,,,,,,,,,,,,,,
112.99,,,,,,,,,,,,,,,,,,,,,,
129.14,,,,,,,,,,,,,,,,,,,,,,
100.44,,,,,,,,,,,,,,,,,,,,,,
95.67,,,,,,,,,,,,,,,,,,,,,,
78.84,,,,,,,,,,,,,,,,,,,,,,
102.27,,,,,,,,,,,,,,,,,,,,,,
95.83,,,,,,,,,,,,,,,,,,,,,,
89.45,,,,,,,,,,,,,,,,,,,,,,
85.10,,,,,,,,,,,,,,,,,,,,,,
102.86,,,,,,,,,,,,,,,,,,,,,,
93.43,,,,,,,,,,,,,,,,,,,,,,
75.74,,,,,,,,,,,,,,,,,,,,,,
69.42,,,,,,,,,,,,,,,,,,,,,,
139.09,,,,,,,,,,,,,,,,,,,,,,
137.09,,,,,,,,,,,,,,,,,,,,,,
123.58,,,,,,,,,,,,,,,,,,,,,,
133.42,,,,,,,,,,,,,,,,,,,,,,
120.88,,,,,,,,,,,,,,,,,,,,,,
104.60,,,,,,,,,,,,,,,,,,,,,,
